transfer_created_by_customer_time,transfer_received_by_tw_time,transfer_converted_time,transfer_sent_out_by_tw_time,transfer_delivered_to_customer_time,payment_method
3/22/2015 18:15:23,3/24/2015 9:50:15,3/24/2015 9:57:29,3/24/2015 10:11:32,3/24/2015 10:26:32,A
5/27/2015 11:07:04,5/28/2015 12:35:07,5/28/2015 12:39:22,5/28/2015 12:48:00,5/28/2015 13:03:00,A
10/4/2015 22:41:21,10/6/2015 12:05:06,10/6/2015 12:25:09,10/6/2015 12:33:04,10/6/2015 12:48:04,A
9/23/2015 22:09:33,9/25/2015 11:45:05,9/25/2015 11:54:42,9/25/2015 12:11:04,9/25/2015 12:26:04,A
3/19/2015 7:58:54,3/31/2015 13:40:12,3/31/2015 14:09:27,3/31/2015 14:19:05,3/31/2015 14:34:05,A
8/8/2015 12:49:47,8/11/2015 12:15:00,8/11/2015 12:27:51,8/11/2015 12:36:05,8/11/2015 12:51:05,A
11/6/2015 6:40:30,11/9/2015 12:30:02,11/9/2015 12:36:01,11/9/2015 12:49:00,11/9/2015 13:04:00,A
1/7/2015 13:46:37,1/7/2015 13:46:38,1/7/2015 13:46:38,1/7/2015 13:46:38,1/7/2015 14:01:38,C
6/12/2015 12:50:33,6/15/2015 11:45:01,6/15/2015 12:18:17,6/15/2015 12:42:03,6/15/2015 12:57:03,A
3/17/2015 10:32:39,3/18/2015 11:36:55,3/18/2015 12:20:34,3/18/2015 12:39:36,3/18/2015 12:54:36,A
10/5/2015 12:18:33,10/5/2015 12:18:55,10/5/2015 13:38:35,10/5/2015 13:49:17,10/5/2015 14:04:17,B
7/23/2015 13:34:51,7/30/2015 12:50:01,7/30/2015 13:11:30,7/30/2015 13:17:01,7/30/2015 13:32:01,A
10/4/2015 19:40:04,10/6/2015 12:05:07,10/6/2015 12:25:09,10/6/2015 12:33:03,10/6/2015 12:48:03,A
7/8/2015 10:25:51,7/10/2015 12:54:44,7/10/2015 13:06:41,7/10/2015 13:19:03,7/10/2015 13:34:03,A
1/5/2015 19:16:30,1/7/2015 11:19:23,1/7/2015 12:05:16,1/7/2015 12:27:26,1/7/2015 12:42:26,A
6/25/2015 20:03:14,6/29/2015 11:55:02,6/29/2015 12:09:02,6/29/2015 12:22:03,6/29/2015 12:37:03,A
11/8/2015 19:20:17,11/10/2015 11:45:01,11/10/2015 11:51:35,11/10/2015 12:18:02,11/10/2015 12:33:02,A
3/28/2015 15:20:34,3/31/2015 9:08:04,3/31/2015 9:22:32,3/31/2015 9:50:45,3/31/2015 10:05:45,A
9/17/2015 22:15:25,9/21/2015 14:35:03,9/21/2015 14:40:54,9/21/2015 15:04:38,9/21/2015 15:19:38,A
10/5/2015 13:07:18,10/7/2015 12:00:04,10/7/2015 12:15:40,10/7/2015 12:23:01,10/7/2015 12:38:01,A
3/3/2015 19:03:05,3/5/2015 11:26:16,3/5/2015 12:01:04,3/5/2015 12:17:42,3/5/2015 12:32:42,A
9/26/2015 22:45:55,9/29/2015 13:02:30,9/29/2015 13:07:10,9/29/2015 13:20:12,9/29/2015 13:35:12,A
4/3/2015 20:18:14,4/8/2015 11:04:36,4/8/2015 11:41:00,4/8/2015 11:53:37,4/8/2015 12:08:37,A
12/23/2015 14:07:58,12/29/2015 13:38:03,12/29/2015 13:52:59,12/29/2015 14:01:01,12/29/2015 14:16:01,A
9/29/2015 14:50:32,10/1/2015 14:00:07,10/1/2015 14:16:47,10/1/2015 14:35:07,10/1/2015 14:50:07,A
1/6/2015 7:58:30,1/8/2015 12:40:45,1/8/2015 12:54:58,1/8/2015 13:12:11,1/8/2015 13:27:11,A
3/14/2015 10:35:37,3/17/2015 11:01:55,3/17/2015 11:59:12,3/17/2015 12:21:34,3/17/2015 12:36:34,A
5/2/2015 21:16:51,5/5/2015 12:51:46,5/5/2015 13:14:35,5/5/2015 13:27:13,5/5/2015 13:42:13,A
10/30/2015 17:32:12,11/3/2015 11:45:06,11/3/2015 11:50:38,11/3/2015 12:06:07,11/3/2015 12:21:07,A
6/4/2015 20:01:39,6/8/2015 14:50:02,6/8/2015 15:00:05,6/8/2015 15:26:00,6/8/2015 15:41:00,A
7/6/2015 14:03:23,7/8/2015 12:59:56,7/8/2015 13:08:11,7/8/2015 13:14:05,7/8/2015 13:29:05,A
2/10/2015 14:19:27,2/12/2015 10:46:51,2/12/2015 12:13:05,2/12/2015 12:23:30,2/12/2015 12:38:30,A
8/9/2015 17:48:39,8/11/2015 12:19:58,8/11/2015 12:27:51,8/11/2015 12:36:05,8/11/2015 12:51:05,A
5/1/2015 14:10:45,5/5/2015 12:55:20,5/5/2015 13:14:38,5/5/2015 13:27:23,5/5/2015 13:42:23,A
11/30/2015 14:47:03,12/2/2015 11:49:05,12/2/2015 12:21:53,12/2/2015 12:37:00,12/2/2015 12:52:00,A
3/27/2015 9:31:57,3/31/2015 9:02:56,3/31/2015 9:22:32,3/31/2015 9:49:53,3/31/2015 10:04:53,A
12/21/2015 9:13:16,12/22/2015 10:41:06,12/22/2015 10:46:37,12/22/2015 11:17:00,12/22/2015 11:32:00,A
5/5/2015 9:12:20,5/8/2015 12:24:48,5/8/2015 13:18:55,5/8/2015 13:36:06,5/8/2015 13:51:06,A
7/25/2015 10:20:17,7/28/2015 13:10:14,7/28/2015 13:17:53,7/28/2015 13:25:01,7/28/2015 13:40:01,A
10/22/2015 9:21:17,10/26/2015 12:01:02,10/26/2015 12:29:24,10/26/2015 12:38:12,10/26/2015 12:53:12,A
7/19/2015 22:28:08,7/21/2015 12:50:03,7/21/2015 12:56:08,7/21/2015 13:16:01,7/21/2015 13:31:01,A
1/20/2015 18:52:33,1/22/2015 12:52:12,1/22/2015 20:39:31,1/22/2015 20:46:07,1/22/2015 21:01:07,A
7/7/2015 5:09:39,7/9/2015 12:49:38,7/9/2015 13:03:22,7/9/2015 13:17:05,7/9/2015 13:32:05,A
5/21/2015 14:45:56,5/25/2015 12:50:03,5/25/2015 13:15:15,5/25/2015 13:22:00,5/25/2015 13:37:00,A
1/25/2015 23:29:34,1/27/2015 11:20:02,1/27/2015 12:00:45,1/27/2015 12:17:26,1/27/2015 12:32:26,A
12/21/2015 18:50:32,12/21/2015 18:51:46,12/21/2015 18:57:15,12/21/2015 19:08:01,12/21/2015 19:23:01,B
4/14/2015 21:03:51,4/16/2015 10:51:40,4/16/2015 11:21:23,4/16/2015 11:30:29,4/16/2015 11:45:29,A
1/30/2015 9:29:05,2/2/2015 10:39:07,2/4/2015 16:04:31,2/4/2015 16:13:18,2/4/2015 16:28:18,A
4/8/2015 14:51:28,4/10/2015 13:00:38,4/10/2015 13:15:52,4/10/2015 13:45:23,4/10/2015 14:00:23,A
12/14/2015 21:48:57,12/16/2015 11:58:05,12/16/2015 12:07:41,12/16/2015 12:29:01,12/16/2015 12:44:01,A
10/4/2015 16:16:55,10/6/2015 12:05:04,10/6/2015 12:25:09,10/6/2015 12:33:01,10/6/2015 12:48:01,A
10/5/2015 11:05:31,10/6/2015 12:24:52,10/6/2015 12:51:38,10/6/2015 12:58:00,10/6/2015 13:13:00,A
11/15/2015 21:14:34,11/15/2015 21:14:56,11/16/2015 1:55:43,11/16/2015 7:58:18,11/16/2015 8:13:18,B
11/20/2015 19:32:12,11/24/2015 11:50:01,11/24/2015 11:55:28,11/24/2015 12:15:06,11/24/2015 12:30:06,A
3/25/2015 10:26:35,3/27/2015 12:14:43,3/27/2015 13:09:13,3/27/2015 13:29:38,3/27/2015 13:44:38,A
1/17/2015 10:33:17,1/21/2015 10:16:14,1/21/2015 10:46:28,1/22/2015 7:31:19,1/22/2015 7:46:19,A
6/26/2015 8:52:49,6/30/2015 17:42:29,6/30/2015 18:26:19,6/30/2015 18:41:10,6/30/2015 18:56:10,A
11/2/2015 21:52:46,11/2/2015 21:53:49,11/3/2015 1:42:42,11/3/2015 8:08:36,11/3/2015 8:23:36,B
11/25/2015 8:42:02,11/27/2015 10:39:17,11/27/2015 11:04:31,11/27/2015 11:14:18,11/27/2015 11:29:18,A
4/13/2015 12:09:52,4/15/2015 11:31:29,4/15/2015 11:50:23,4/15/2015 11:59:22,4/15/2015 12:14:22,A
3/20/2015 14:18:30,3/24/2015 9:50:27,3/24/2015 9:57:29,3/24/2015 10:12:48,3/24/2015 10:27:48,A
10/17/2015 16:39:16,10/20/2015 14:06:11,10/20/2015 14:29:22,10/20/2015 14:35:06,10/20/2015 14:50:06,A
4/22/2015 20:19:29,4/27/2015 11:59:35,4/27/2015 12:41:31,4/27/2015 14:20:41,4/27/2015 14:35:41,A
9/25/2015 10:01:05,9/28/2015 13:16:22,9/28/2015 14:18:47,9/28/2015 14:30:07,9/28/2015 14:45:07,A
8/11/2015 11:34:34,8/12/2015 12:50:05,8/12/2015 12:54:35,8/12/2015 13:01:04,8/12/2015 13:16:04,A
6/9/2015 2:05:51,6/15/2015 11:45:00,6/15/2015 12:18:17,6/15/2015 12:42:01,6/15/2015 12:57:01,A
12/4/2015 9:35:37,12/8/2015 11:38:05,12/8/2015 11:52:12,12/8/2015 12:04:02,12/8/2015 12:19:02,A
10/5/2015 13:47:53,10/7/2015 12:00:00,10/7/2015 12:15:40,10/7/2015 12:23:00,10/7/2015 12:38:00,A
12/1/2015 23:11:11,12/4/2015 11:42:01,12/4/2015 11:44:36,12/4/2015 11:56:03,12/4/2015 12:11:03,A
2/4/2015 5:38:07,2/6/2015 12:24:36,2/6/2015 12:34:45,2/6/2015 12:53:13,2/6/2015 13:08:13,A
2/25/2015 11:36:21,2/27/2015 12:21:12,2/27/2015 12:36:17,2/27/2015 12:49:27,2/27/2015 13:04:27,A
6/21/2015 15:38:46,6/23/2015 12:45:02,6/23/2015 13:38:31,6/23/2015 13:48:02,6/23/2015 14:03:02,A
2/2/2015 18:23:20,2/6/2015 15:44:48,2/6/2015 16:49:55,2/6/2015 16:56:28,2/6/2015 17:11:28,A
2/9/2015 13:37:00,2/11/2015 10:39:44,2/11/2015 11:11:28,2/11/2015 11:18:43,2/11/2015 11:33:43,A
8/21/2015 9:34:27,8/24/2015 13:11:17,8/24/2015 13:29:22,8/24/2015 13:40:04,8/24/2015 13:55:04,A
11/28/2015 10:53:57,12/8/2015 11:38:00,12/8/2015 11:52:12,12/8/2015 12:04:03,12/8/2015 12:19:03,A
1/28/2015 10:18:38,1/30/2015 10:48:15,1/30/2015 11:30:13,1/30/2015 11:48:45,1/30/2015 12:03:45,A
1/2/2015 17:32:36,1/6/2015 11:16:13,1/6/2015 11:25:46,1/6/2015 11:33:12,1/6/2015 11:48:12,A
1/22/2015 17:05:06,1/26/2015 11:31:36,1/26/2015 14:37:07,1/26/2015 14:43:33,1/26/2015 14:58:33,A
7/2/2015 23:53:39,7/7/2015 12:45:05,7/7/2015 13:13:37,7/7/2015 13:21:00,7/7/2015 13:36:00,A
8/13/2015 8:29:49,8/17/2015 11:45:07,8/17/2015 12:06:55,8/17/2015 12:19:03,8/17/2015 12:34:03,A
2/4/2015 8:34:10,2/6/2015 18:25:44,2/6/2015 18:30:13,2/6/2015 18:41:22,2/6/2015 18:56:22,A
1/14/2015 12:36:58,1/14/2015 12:36:59,1/14/2015 12:37:01,1/14/2015 12:37:01,1/14/2015 12:52:01,C
12/19/2015 15:25:01,12/24/2015 10:10:06,12/24/2015 13:47:38,12/24/2015 13:53:03,12/24/2015 14:08:03,A
2/2/2015 21:23:18,2/4/2015 11:05:32,2/4/2015 11:19:52,2/4/2015 11:30:26,2/4/2015 11:45:26,A
4/12/2015 19:57:28,4/14/2015 11:38:16,4/14/2015 12:07:12,4/14/2015 12:21:43,4/14/2015 12:36:43,A
12/9/2015 14:48:18,12/11/2015 11:38:02,12/11/2015 12:02:54,12/11/2015 12:18:04,12/11/2015 12:33:04,A
12/16/2015 12:33:47,12/22/2015 10:41:04,12/22/2015 11:11:05,12/22/2015 11:25:10,12/22/2015 11:40:10,A
3/22/2015 8:26:24,3/24/2015 9:52:18,3/24/2015 9:57:29,3/24/2015 10:12:14,3/24/2015 10:27:14,A
5/26/2015 11:48:00,5/28/2015 12:35:03,5/28/2015 12:39:22,5/28/2015 12:48:06,5/28/2015 13:03:06,A
9/27/2015 21:30:29,9/29/2015 13:09:13,9/29/2015 13:13:03,9/29/2015 13:20:19,9/29/2015 13:35:19,A
11/11/2015 8:30:16,11/12/2015 12:50:06,11/12/2015 12:52:52,11/12/2015 13:10:09,11/12/2015 13:25:09,A
8/24/2015 18:38:58,8/26/2015 13:11:48,8/26/2015 13:26:04,8/26/2015 13:34:02,8/26/2015 13:49:02,A
9/4/2015 6:25:23,9/7/2015 11:00:08,9/7/2015 11:03:51,9/7/2015 12:13:37,9/7/2015 12:28:37,A
11/18/2015 12:38:24,11/20/2015 11:55:02,11/20/2015 11:56:33,11/20/2015 12:07:01,11/20/2015 12:22:01,A
2/10/2015 12:07:01,2/12/2015 10:47:08,2/12/2015 12:13:06,2/12/2015 12:24:08,2/12/2015 12:39:08,A
9/14/2015 19:20:51,9/16/2015 13:56:58,9/16/2015 14:21:56,9/16/2015 14:41:27,9/16/2015 14:56:27,A
4/29/2015 12:37:47,5/1/2015 15:47:16,5/1/2015 15:52:33,5/1/2015 16:00:22,5/1/2015 16:15:22,A
2/28/2015 20:54:09,3/3/2015 12:36:28,3/3/2015 12:50:45,3/3/2015 12:59:27,3/3/2015 13:14:27,A
3/28/2015 9:47:25,4/1/2015 11:57:00,4/1/2015 12:48:43,4/1/2015 13:00:25,4/1/2015 13:15:25,A
6/21/2015 12:10:30,6/23/2015 13:02:18,6/23/2015 13:38:31,6/23/2015 13:48:02,6/23/2015 14:03:02,A
11/25/2015 9:56:38,11/27/2015 10:39:17,11/27/2015 10:55:34,11/27/2015 11:14:17,11/27/2015 11:29:17,A
1/30/2015 13:07:36,2/3/2015 11:47:35,2/3/2015 12:53:14,2/3/2015 13:06:26,2/3/2015 13:21:26,A
3/8/2015 16:34:27,3/13/2015 13:37:16,3/13/2015 13:59:05,3/13/2015 19:27:45,3/13/2015 19:42:45,A
12/2/2015 16:03:23,12/4/2015 11:42:05,12/4/2015 11:44:36,12/4/2015 11:56:10,12/4/2015 12:11:10,A
8/24/2015 9:19:07,8/26/2015 13:12:02,8/26/2015 13:26:04,8/26/2015 13:34:07,8/26/2015 13:49:07,A
10/3/2015 22:30:40,10/6/2015 12:05:04,10/6/2015 12:25:09,10/6/2015 12:33:03,10/6/2015 12:48:03,A
1/19/2015 17:17:31,2/4/2015 18:03:11,2/9/2015 18:25:46,2/9/2015 18:51:22,2/9/2015 19:06:22,A
2/23/2015 10:05:56,2/25/2015 12:37:02,2/25/2015 12:44:39,2/25/2015 12:48:59,2/25/2015 13:03:59,A
3/28/2015 13:26:03,3/31/2015 9:09:42,3/31/2015 9:22:32,3/31/2015 9:51:12,3/31/2015 10:06:12,A
10/23/2015 19:23:16,10/27/2015 11:45:09,10/27/2015 11:54:42,10/27/2015 12:01:06,10/27/2015 12:16:06,A
7/1/2015 21:16:15,7/3/2015 11:55:03,7/3/2015 12:11:12,7/3/2015 13:04:00,7/3/2015 13:19:00,A
12/14/2015 19:38:10,12/14/2015 19:41:48,12/15/2015 0:31:19,12/15/2015 8:15:41,12/15/2015 8:30:41,B
9/10/2015 8:22:41,9/11/2015 12:15:00,9/11/2015 12:39:44,9/11/2015 12:53:04,9/11/2015 13:08:04,A
6/1/2015 11:04:18,6/5/2015 12:45:03,6/5/2015 13:17:55,6/5/2015 13:27:01,6/5/2015 13:42:01,A
7/22/2015 7:32:44,7/24/2015 12:40:03,7/24/2015 12:55:02,7/24/2015 13:33:00,7/24/2015 13:48:00,A
10/15/2015 21:19:19,10/19/2015 11:50:04,10/19/2015 11:57:58,10/19/2015 12:16:01,10/19/2015 12:31:01,A
4/24/2015 7:13:08,4/27/2015 12:02:39,4/27/2015 12:41:31,4/27/2015 14:21:34,4/27/2015 14:36:34,A
6/4/2015 13:28:36,6/8/2015 14:50:02,6/8/2015 15:00:05,6/8/2015 15:26:01,6/8/2015 15:41:01,A
12/17/2015 5:42:14,12/17/2015 5:48:03,12/17/2015 11:52:59,12/17/2015 12:01:01,12/17/2015 12:16:01,B
11/3/2015 23:42:12,11/3/2015 23:43:52,11/4/2015 0:52:03,11/4/2015 8:17:09,11/4/2015 8:32:09,B
1/3/2015 9:04:27,1/6/2015 11:15:08,1/6/2015 11:25:43,1/6/2015 11:33:08,1/6/2015 11:48:08,A
11/26/2015 18:45:44,11/30/2015 11:52:04,11/30/2015 12:10:39,11/30/2015 12:26:02,11/30/2015 12:41:02,A
11/9/2015 16:54:58,11/9/2015 16:56:01,11/9/2015 17:02:34,11/9/2015 17:17:01,11/9/2015 17:32:01,B
6/28/2015 19:48:19,6/30/2015 15:33:26,6/30/2015 16:01:48,6/30/2015 16:18:00,6/30/2015 16:33:00,A
9/18/2015 8:06:23,9/21/2015 14:35:00,9/21/2015 14:40:54,9/21/2015 15:04:50,9/21/2015 15:19:50,A
6/12/2015 16:24:35,6/16/2015 13:45:07,6/16/2015 13:46:48,6/16/2015 13:56:03,6/16/2015 14:11:03,A
1/8/2015 2:14:46,1/12/2015 12:10:27,1/19/2015 12:53:55,1/19/2015 13:07:29,1/19/2015 13:22:29,A
8/24/2015 20:28:11,8/26/2015 13:11:59,8/28/2015 12:25:35,8/28/2015 12:34:00,8/28/2015 12:49:00,A
7/22/2015 8:57:45,7/23/2015 13:30:01,7/23/2015 13:35:42,7/23/2015 13:55:02,7/23/2015 14:10:02,A
4/13/2015 11:19:16,4/15/2015 11:30:25,4/15/2015 11:50:23,4/15/2015 11:59:07,4/15/2015 12:14:07,A
3/2/2015 18:55:08,3/4/2015 11:53:33,3/4/2015 11:59:38,3/4/2015 12:16:57,3/4/2015 12:31:57,A
11/25/2015 13:35:32,11/27/2015 10:41:21,11/27/2015 11:04:31,11/27/2015 11:14:19,11/27/2015 11:29:19,A
9/21/2015 12:16:46,9/23/2015 13:05:59,9/23/2015 13:20:19,9/23/2015 13:28:11,9/23/2015 13:43:11,A
8/29/2015 14:02:04,9/1/2015 11:50:00,9/1/2015 11:54:33,9/1/2015 12:06:03,9/1/2015 12:21:03,A
10/28/2015 9:32:13,10/28/2015 9:33:07,10/28/2015 9:34:52,10/28/2015 10:07:00,10/28/2015 10:22:00,B
8/23/2015 11:18:58,8/25/2015 13:05:11,8/25/2015 18:54:01,8/25/2015 19:04:00,8/25/2015 19:19:00,A
8/25/2015 12:41:11,8/27/2015 11:05:12,8/27/2015 11:44:34,8/27/2015 11:51:06,8/27/2015 12:06:06,A
7/9/2015 9:35:41,7/13/2015 11:45:03,7/13/2015 12:14:03,7/13/2015 12:20:01,7/13/2015 12:35:01,A
1/29/2015 15:46:45,1/29/2015 20:36:29,1/29/2015 20:55:59,1/29/2015 21:03:05,1/29/2015 21:18:05,C
4/21/2015 7:54:34,4/23/2015 12:37:18,4/30/2015 20:35:40,4/30/2015 20:57:01,4/30/2015 21:12:01,A
8/26/2015 13:30:19,8/28/2015 11:21:39,8/28/2015 11:27:43,8/28/2015 11:38:02,8/28/2015 11:53:02,A
1/11/2015 10:42:05,1/13/2015 11:05:50,1/13/2015 11:50:32,1/13/2015 11:55:23,1/13/2015 12:10:23,A
1/22/2015 17:28:03,1/26/2015 11:32:41,1/26/2015 12:11:23,1/26/2015 12:18:58,1/26/2015 12:33:58,A
8/26/2015 11:36:39,9/8/2015 13:50:52,9/8/2015 17:52:09,9/8/2015 17:59:06,9/8/2015 18:14:06,A
2/22/2015 10:32:25,2/24/2015 10:55:54,2/24/2015 11:08:33,2/24/2015 11:15:48,2/24/2015 11:30:48,A
1/15/2015 12:33:29,1/20/2015 12:42:13,1/20/2015 13:07:53,1/20/2015 17:41:52,1/20/2015 17:56:52,A
3/24/2015 0:52:53,3/25/2015 12:23:21,3/25/2015 12:55:17,3/25/2015 13:02:45,3/25/2015 13:17:45,A
5/25/2015 12:59:55,5/27/2015 11:45:14,5/27/2015 12:07:23,5/27/2015 13:47:05,5/27/2015 14:02:05,A
7/25/2015 22:23:25,7/28/2015 13:10:09,7/28/2015 13:17:53,7/28/2015 13:25:04,7/28/2015 13:40:04,A
11/3/2015 5:49:22,11/4/2015 12:50:00,11/4/2015 13:16:00,11/4/2015 13:37:01,11/4/2015 13:52:01,A
8/13/2015 10:20:05,8/14/2015 11:50:12,8/14/2015 12:00:04,8/14/2015 12:07:01,8/14/2015 12:22:01,A
4/27/2015 7:56:18,4/30/2015 12:02:40,4/30/2015 12:12:22,4/30/2015 13:13:03,4/30/2015 13:28:03,A
1/13/2015 20:54:26,1/19/2015 9:00:10,1/19/2015 9:06:09,1/19/2015 9:16:47,1/19/2015 9:31:47,A
10/26/2015 12:56:12,10/28/2015 11:46:56,10/28/2015 12:04:49,10/28/2015 12:18:46,10/28/2015 12:33:46,A
9/10/2015 14:22:47,9/14/2015 11:00:00,9/14/2015 11:28:58,9/14/2015 11:42:03,9/14/2015 11:57:03,A
9/9/2015 7:42:14,9/10/2015 13:00:02,9/10/2015 13:00:54,9/10/2015 13:13:47,9/10/2015 13:28:47,A
11/16/2015 14:53:55,11/18/2015 12:45:05,11/18/2015 12:54:34,11/18/2015 13:05:03,11/18/2015 13:20:03,A
12/17/2015 5:06:14,12/17/2015 5:06:42,12/17/2015 7:10:32,12/17/2015 7:24:05,12/17/2015 7:39:05,B
2/27/2015 11:55:51,2/27/2015 11:55:52,2/27/2015 11:56:00,2/27/2015 11:56:01,2/27/2015 12:11:01,C
7/1/2015 9:56:21,7/3/2015 11:55:06,7/3/2015 12:11:12,7/3/2015 13:04:00,7/3/2015 13:19:00,A
8/30/2015 21:03:34,9/1/2015 11:50:12,9/1/2015 11:54:33,9/1/2015 12:06:03,9/1/2015 12:21:03,A
9/18/2015 15:55:16,9/21/2015 7:52:54,9/21/2015 7:58:02,9/21/2015 8:03:08,9/21/2015 8:18:08,C
10/27/2015 12:11:35,10/29/2015 12:10:06,10/29/2015 12:15:09,10/29/2015 12:25:02,10/29/2015 12:40:02,A
1/1/2015 17:20:06,1/6/2015 11:14:59,1/6/2015 11:25:42,1/6/2015 11:33:11,1/6/2015 11:48:11,A
7/10/2015 15:39:00,7/14/2015 13:01:53,7/14/2015 13:10:29,7/14/2015 13:16:05,7/14/2015 13:31:05,A
8/6/2015 22:43:26,8/10/2015 13:10:52,8/10/2015 13:31:37,8/10/2015 13:38:00,8/10/2015 13:53:00,A
11/17/2015 11:29:12,11/19/2015 11:50:03,11/19/2015 12:42:45,11/19/2015 12:50:08,11/19/2015 13:05:08,A
1/19/2015 12:33:28,1/21/2015 10:16:48,1/21/2015 10:46:28,1/22/2015 7:31:16,1/22/2015 7:46:16,A
6/19/2015 9:04:11,6/22/2015 12:45:04,6/22/2015 12:52:28,6/22/2015 13:14:03,6/22/2015 13:29:03,A
4/9/2015 15:23:51,4/13/2015 12:17:22,4/13/2015 12:49:25,4/13/2015 13:38:55,4/13/2015 13:53:55,A
3/3/2015 13:15:20,3/3/2015 13:15:21,3/3/2015 13:15:26,3/3/2015 13:15:26,3/3/2015 13:30:26,C
3/3/2015 20:45:09,3/5/2015 11:27:15,3/5/2015 12:02:09,3/5/2015 12:17:51,3/5/2015 12:32:51,A
2/8/2015 19:10:54,2/10/2015 12:17:35,2/10/2015 12:24:09,2/10/2015 12:37:17,2/10/2015 12:52:17,A
2/19/2015 15:23:35,2/26/2015 14:21:03,2/26/2015 14:21:37,2/26/2015 14:31:36,2/26/2015 14:46:36,A
8/5/2015 15:09:41,8/7/2015 11:40:03,8/7/2015 11:48:13,8/7/2015 11:57:00,8/7/2015 12:12:00,A
10/22/2015 11:53:09,10/26/2015 12:01:02,10/26/2015 12:29:24,10/26/2015 12:38:12,10/26/2015 12:53:12,A
7/1/2015 21:16:59,7/3/2015 12:23:43,7/3/2015 12:55:07,7/3/2015 13:04:10,7/3/2015 13:19:10,A
12/13/2015 16:49:19,12/15/2015 11:44:09,12/15/2015 11:48:00,12/15/2015 12:05:00,12/15/2015 12:20:00,A
5/31/2015 23:14:11,6/4/2015 14:50:03,6/4/2015 15:41:26,6/4/2015 15:55:01,6/4/2015 16:10:01,A
3/11/2015 20:35:57,3/13/2015 11:51:59,3/13/2015 11:58:52,3/13/2015 12:10:48,3/13/2015 12:25:48,A
7/6/2015 18:25:19,7/8/2015 12:50:03,7/8/2015 13:08:11,7/8/2015 13:14:04,7/8/2015 13:29:04,A
11/8/2015 22:14:41,11/8/2015 22:16:01,11/9/2015 1:36:07,11/9/2015 7:39:01,11/9/2015 7:54:01,B
3/30/2015 9:23:06,4/8/2015 10:56:43,4/8/2015 11:41:00,4/8/2015 16:37:01,4/8/2015 16:52:01,A
8/25/2015 10:50:10,8/26/2015 13:22:07,8/26/2015 13:26:04,8/26/2015 13:34:02,8/26/2015 13:49:02,A
1/19/2015 19:33:26,1/21/2015 10:18:09,1/21/2015 10:46:31,1/22/2015 7:31:21,1/22/2015 7:46:21,A
8/26/2015 22:53:56,8/28/2015 11:21:38,8/28/2015 11:27:43,8/28/2015 11:38:00,8/28/2015 11:53:00,A
10/7/2015 23:08:10,10/12/2015 17:44:04,10/12/2015 18:00:57,10/12/2015 18:20:01,10/12/2015 18:35:01,A
12/3/2015 10:14:01,12/4/2015 11:49:01,12/4/2015 11:49:44,12/4/2015 12:24:00,12/4/2015 12:39:00,A
2/12/2015 17:22:16,2/16/2015 11:12:11,2/16/2015 12:05:10,2/16/2015 12:20:54,2/16/2015 12:35:54,A
3/10/2015 7:47:06,3/12/2015 12:44:08,3/12/2015 13:27:09,3/12/2015 13:34:27,3/12/2015 13:49:27,A
10/1/2015 2:39:50,10/5/2015 12:52:05,10/5/2015 13:38:35,10/5/2015 13:49:13,10/5/2015 14:04:13,A
7/21/2015 9:43:12,7/23/2015 13:30:02,7/23/2015 13:35:42,7/23/2015 13:55:02,7/23/2015 14:10:02,A
9/28/2015 8:00:22,9/29/2015 13:02:24,9/29/2015 13:07:10,9/29/2015 13:20:10,9/29/2015 13:35:10,A
7/9/2015 20:20:48,7/13/2015 12:10:46,7/13/2015 12:14:03,7/13/2015 12:20:01,7/13/2015 12:35:01,A
10/11/2015 13:56:28,10/11/2015 14:05:00,10/11/2015 15:34:19,10/11/2015 15:43:02,10/11/2015 15:58:02,B
4/24/2015 18:42:16,4/28/2015 11:39:16,4/28/2015 12:15:36,4/28/2015 12:31:12,4/28/2015 12:46:12,A
9/14/2015 22:36:13,9/16/2015 13:56:57,9/16/2015 13:57:54,9/16/2015 14:41:14,9/16/2015 14:56:14,A
6/4/2015 9:48:26,6/8/2015 14:50:02,6/8/2015 15:00:05,6/8/2015 15:26:01,6/8/2015 15:41:01,A
11/29/2015 12:30:04,12/1/2015 11:48:09,12/1/2015 12:00:51,12/1/2015 12:13:02,12/1/2015 12:28:02,A
6/7/2015 14:48:43,6/11/2015 12:50:06,6/11/2015 12:58:59,6/11/2015 13:07:02,6/11/2015 13:22:02,A
2/27/2015 6:39:10,3/3/2015 12:37:15,3/3/2015 12:50:46,3/3/2015 13:01:13,3/3/2015 13:16:13,A
6/10/2015 21:37:55,6/12/2015 11:50:00,6/12/2015 12:34:14,6/12/2015 12:41:01,6/12/2015 12:56:01,A
8/30/2015 23:12:01,9/1/2015 12:38:46,9/1/2015 12:39:48,9/1/2015 13:13:05,9/1/2015 13:28:05,A
4/27/2015 12:16:54,4/29/2015 10:56:36,4/29/2015 11:54:10,4/29/2015 12:09:35,4/29/2015 12:24:35,A
9/15/2015 19:08:59,9/17/2015 12:12:02,9/17/2015 12:23:55,9/17/2015 12:35:02,9/17/2015 12:50:02,A
10/6/2015 8:47:53,10/8/2015 11:55:05,10/8/2015 12:12:16,10/8/2015 12:30:15,10/8/2015 12:45:15,A
